_TIME_PERIOD,_OBS_VALUE,_OBS_STATUS,_OBS_CONF
2005-10-19,1.1950,A,F
2005-10-20,1.1953,A,F
2005-10-21,1.2012,A,F
2005-10-24,1.1944,A,F
2005-10-25,1.2017,A,F
2005-10-26,1.2059,A,F
2005-10-27,1.2130,A,F
2005-10-28,1.2138,A,F
2005-10-31,1.2023,A,F
2005-11-01,1.2008,A,F
2005-11-02,1.1992,A,F
2005-11-03,1.2041,A,F
2005-11-04,1.1933,A,F
2005-11-07,1.1824,A,F
2005-11-08,1.1741,A,F
2005-11-09,1.1738,A,F
2005-11-10,1.1762,A,F
2005-11-11,1.1697,A,F
2005-11-14,1.1713,A,F
2005-11-15,1.1667,A,F
2005-11-16,1.1677,A,F
2005-11-17,1.1692,A,F
2005-11-18,1.1679,A,F
2005-11-21,1.1811,A,F
2005-11-22,1.1701,A,F
2005-11-23,1.1776,A,F
2005-11-24,1.1783,A,F
2005-11-25,1.1763,A,F
2005-11-28,1.1726,A,F
2005-11-29,1.1793,A,F
2005-11-30,1.1769,A,F
2005-12-01,1.1745,A,F
2005-12-02,1.1697,A,F
2005-12-05,1.1767,A,F
2005-12-06,1.1783,A,F
2005-12-07,1.1710,A,F
2005-12-08,1.1764,A,F
2005-12-09,1.1785,A,F
2005-12-12,1.1925,A,F
2005-12-13,1.1925,A,F
2005-12-14,1.2020,A,F
2005-12-15,1.1999,A,F
2005-12-16,1.1983,A,F
2005-12-19,1.1977,A,F
2005-12-20,1.1955,A,F
2005-12-21,1.1872,A,F
2005-12-22,1.1822,A,F
2005-12-23,1.1859,A,F
2005-12-27,1.1852,A,F
2005-12-28,1.1916,A,F
2005-12-29,1.1825,A,F
2005-12-30,1.1797,A,F
2006-01-02,1.1826,A,F
2006-01-03,1.1875,A,F
2006-01-04,1.2083,A,F
2006-01-05,1.2088,A,F
2006-01-06,1.2093,A,F
2006-01-09,1.2078,A,F
2006-01-10,1.2064,A,F
2006-01-11,1.2088,A,F
2006-01-12,1.2113,A,F
2006-01-13,1.2039,A,F
2006-01-16,1.2112,A,F
2006-01-17,1.2075,A,F
2006-01-18,1.2125,A,F
2006-01-19,1.2073,A,F
2006-01-20,1.2068,A,F
2006-01-23,1.2277,A,F
2006-01-24,1.2272,A,F
2006-01-25,1.2294,A,F
2006-01-26,1.2254,A,F
2006-01-27,1.2172,A,F
2006-01-30,1.2082,A,F
2006-01-31,1.2118,A,F
2006-02-01,1.2092,A,F
2006-02-02,1.2066,A,F
2006-02-03,1.2061,A,F
2006-02-06,1.1981,A,F
2006-02-07,1.1973,A,F
2006-02-08,1.1948,A,F
2006-02-09,1.1972,A,F
2006-02-10,1.1970,A,F
2006-02-13,1.1888,A,F
2006-02-14,1.1898,A,F
2006-02-15,1.1904,A,F
2006-02-16,1.1858,A,F
2006-02-17,1.1863,A,F
2006-02-20,1.1932,A,F
2006-02-21,1.1906,A,F
2006-02-22,1.1875,A,F
2006-02-23,1.1957,A,F
2006-02-24,1.1896,A,F
2006-02-27,1.1852,A,F
2006-02-28,1.1875,A,F
2006-03-01,1.1954,A,F
2006-03-02,1.1921,A,F
2006-03-03,1.2020,A,F
2006-03-06,1.2017,A,F
2006-03-07,1.1913,A,F
2006-03-08,1.1914,A,F
2006-03-09,1.1920,A,F
2006-03-10,1.1919,A,F
2006-03-13,1.1922,A,F
2006-03-14,1.1948,A,F
2006-03-15,1.2026,A,F
2006-03-16,1.2069,A,F
2006-03-17,1.2185,A,F
2006-03-20,1.2174,A,F
2006-03-21,1.2144,A,F
2006-03-22,1.2069,A,F
2006-03-23,1.2055,A,F
2006-03-24,1.1969,A,F
2006-03-27,1.2025,A,F
2006-03-28,1.2084,A,F
2006-03-29,1.2012,A,F
2006-03-30,1.2096,A,F
2006-03-31,1.2104,A,F
2006-04-03,1.2063,A,F
2006-04-04,1.2217,A,F
2006-04-05,1.2262,A,F
2006-04-06,1.2312,A,F
2006-04-07,1.2179,A,F
2006-04-10,1.2099,A,F
2006-04-11,1.2105,A,F
2006-04-12,1.2125,A,F
2006-04-13,1.2094,A,F
2006-04-18,1.2252,A,F
2006-04-19,1.2346,A,F
2006-04-20,1.2346,A,F
2006-04-21,1.2315,A,F
2006-04-24,1.2365,A,F
2006-04-25,1.2425,A,F
2006-04-26,1.2425,A,F
2006-04-27,1.2414,A,F
2006-04-28,1.2537,A,F
2006-05-02,1.2643,A,F
2006-05-03,1.2622,A,F
2006-05-04,1.2592,A,F
2006-05-05,1.2688,A,F
2006-05-08,1.2756,A,F
2006-05-09,1.2697,A,F
2006-05-10,1.2779,A,F
2006-05-11,1.2716,A,F
2006-05-12,1.2914,A,F
2006-05-15,1.2826,A,F
2006-05-16,1.2817,A,F
2006-05-17,1.2882,A,F
2006-05-18,1.2770,A,F
2006-05-19,1.2767,A,F
2006-05-22,1.2753,A,F
2006-05-23,1.2841,A,F
2006-05-24,1.2851,A,F
2006-05-25,1.2755,A,F
2006-05-26,1.2797,A,F
2006-05-29,1.2758,A,F
2006-05-30,1.2839,A,F
2006-05-31,1.2868,A,F
2006-06-01,1.2736,A,F
2006-06-02,1.2815,A,F
2006-06-05,1.2958,A,F
2006-06-06,1.2847,A,F
2006-06-07,1.2789,A,F
2006-06-08,1.2735,A,F
2006-06-09,1.2659,A,F
2006-06-12,1.2572,A,F
2006-06-13,1.2571,A,F
2006-06-14,1.2563,A,F
2006-06-15,1.2610,A,F
2006-06-16,1.2651,A,F
2006-06-19,1.2591,A,F
2006-06-20,1.2546,A,F
2006-06-21,1.2632,A,F
2006-06-22,1.2582,A,F
2006-06-23,1.2502,A,F
2006-06-26,1.2561,A,F
2006-06-27,1.2567,A,F
2006-06-28,1.2570,A,F
2006-06-29,1.2529,A,F
2006-06-30,1.2713,A,F
2006-07-03,1.2790,A,F
2006-07-04,1.2791,A,F
2006-07-05,1.2794,A,F
2006-07-06,1.2735,A,F
2006-07-07,1.2778,A,F
2006-07-10,1.2752,A,F
2006-07-11,1.2736,A,F
2006-07-12,1.2722,A,F
2006-07-13,1.2692,A,F
2006-07-14,1.2666,A,F
2006-07-17,1.2541,A,F
2006-07-18,1.2531,A,F
2006-07-19,1.2482,A,F
2006-07-20,1.2643,A,F
2006-07-21,1.2680,A,F
2006-07-24,1.2633,A,F
2006-07-25,1.2636,A,F
2006-07-26,1.2587,A,F
2006-07-27,1.2737,A,F
2006-07-28,1.2664,A,F
2006-07-31,1.2767,A,F
2006-08-01,1.2759,A,F
2006-08-02,1.2798,A,F
2006-08-03,1.2781,A,F
2006-08-04,1.2792,A,F
2006-08-07,1.2850,A,F
2006-08-08,1.2839,A,F
2006-08-09,1.2879,A,F
2006-08-10,1.2857,A,F
2006-08-11,1.2775,A,F
2006-08-14,1.2718,A,F
2006-08-15,1.2725,A,F
2006-08-16,1.2793,A,F
2006-08-17,1.2879,A,F
2006-08-18,1.2802,A,F
2006-08-21,1.2919,A,F
2006-08-22,1.2812,A,F
2006-08-23,1.2812,A,F
2006-08-24,1.2831,A,F
2006-08-25,1.2762,A,F
2006-08-28,1.2800,A,F
2006-08-29,1.2808,A,F
2006-08-30,1.2818,A,F
2006-08-31,1.2851,A,F
2006-09-01,1.2817,A,F
2006-09-04,1.2852,A,F
2006-09-05,1.2810,A,F
2006-09-06,1.2793,A,F
2006-09-07,1.2731,A,F
2006-09-08,1.2713,A,F
2006-09-11,1.2713,A,F
2006-09-12,1.2709,A,F
2006-09-13,1.2677,A,F
2006-09-14,1.2723,A,F
2006-09-15,1.2675,A,F
2006-09-18,1.2665,A,F
2006-09-19,1.2654,A,F
2006-09-20,1.2676,A,F
2006-09-21,1.2731,A,F
2006-09-22,1.2817,A,F
2006-09-25,1.2768,A,F
2006-09-26,1.2695,A,F
2006-09-27,1.2684,A,F
2006-09-28,1.2713,A,F
2006-09-29,1.2660,A,F
2006-10-02,1.2685,A,F
2006-10-03,1.2737,A,F
2006-10-04,1.2684,A,F
2006-10-05,1.2721,A,F
2006-10-06,1.2664,A,F
2006-10-09,1.2603,A,F
2006-10-10,1.2538,A,F
2006-10-11,1.2543,A,F
2006-10-12,1.2531,A,F
2006-10-13,1.2550,A,F
2006-10-16,1.2515,A,F
2006-10-17,1.2524,A,F
2006-10-18,1.2543,A,F
2006-10-19,1.2561,A,F
2006-10-20,1.2618,A,F
2006-10-23,1.2556,A,F
2006-10-24,1.2541,A,F
2006-10-25,1.2580,A,F
2006-10-26,1.2653,A,F
2006-10-27,1.2683,A,F
2006-10-30,1.2717,A,F
2006-10-31,1.2696,A,F
2006-11-01,1.2757,A,F
2006-11-02,1.2767,A,F
2006-11-03,1.2760,A,F
2006-11-06,1.2702,A,F
2006-11-07,1.2755,A,F
2006-11-08,1.2776,A,F
2006-11-09,1.2796,A,F
2006-11-10,1.2864,A,F
2006-11-13,1.2830,A,F
2006-11-14,1.2824,A,F
2006-11-15,1.2792,A,F
2006-11-16,1.2804,A,F
2006-11-17,1.2774,A,F
2006-11-20,1.2841,A,F
2006-11-21,1.2814,A,F
2006-11-22,1.2886,A,F
2006-11-23,1.2953,A,F
2006-11-24,1.3078,A,F
2006-11-27,1.3114,A,F
2006-11-28,1.3147,A,F
2006-11-29,1.3157,A,F
2006-11-30,1.3200,A,F
2006-12-01,1.3244,A,F
2006-12-04,1.3309,A,F
2006-12-05,1.3331,A,F
2006-12-06,1.3274,A,F
2006-12-07,1.3297,A,F
2006-12-08,1.3276,A,F
2006-12-11,1.3177,A,F
2006-12-12,1.3244,A,F
2006-12-13,1.3265,A,F
2006-12-14,1.3192,A,F
2006-12-15,1.3106,A,F
2006-12-18,1.3095,A,F
2006-12-19,1.3158,A,F
2006-12-20,1.3203,A,F
2006-12-21,1.3178,A,F
2006-12-22,1.3192,A,F
2006-12-27,1.3159,A,F
2006-12-28,1.3173,A,F
2006-12-29,1.3170,A,F
2007-01-02,1.3270,A,F
2007-01-03,1.3231,A,F
2007-01-04,1.3106,A,F
2007-01-05,1.3084,A,F
2007-01-08,1.3006,A,F
2007-01-09,1.3018,A,F
2007-01-10,1.2988,A,F
2007-01-11,1.2984,A,F
2007-01-12,1.2893,A,F
2007-01-15,1.2941,A,F
2007-01-16,1.2953,A,F
2007-01-17,1.2909,A,F
2007-01-18,1.2922,A,F
2007-01-19,1.2958,A,F
2007-01-22,1.2936,A,F
2007-01-23,1.3040,A,F
2007-01-24,1.3005,A,F
2007-01-25,1.2978,A,F
2007-01-26,1.2901,A,F
2007-01-29,1.2921,A,F
2007-01-30,1.2972,A,F
2007-01-31,1.2954,A,F
2007-02-01,1.3020,A,F
2007-02-02,1.3020,A,F
2007-02-05,1.2925,A,F
2007-02-06,1.2955,A,F
2007-02-07,1.2987,A,F
2007-02-08,1.2991,A,F
2007-02-09,1.3007,A,F
2007-02-12,1.2956,A,F
2007-02-13,1.3022,A,F
2007-02-14,1.3082,A,F
2007-02-15,1.3137,A,F
2007-02-16,1.3119,A,F
2007-02-19,1.3132,A,F
2007-02-20,1.3145,A,F
2007-02-21,1.3145,A,F
2007-02-22,1.3106,A,F
2007-02-23,1.3134,A,F
2007-02-26,1.3160,A,F
2007-02-27,1.3230,A,F
2007-02-28,1.3211,A,F
2007-03-01,1.3225,A,F
2007-03-02,1.3163,A,F
2007-03-05,1.3083,A,F
2007-03-06,1.3100,A,F
2007-03-07,1.3135,A,F
2007-03-08,1.3152,A,F
2007-03-09,1.3155,A,F
2007-03-12,1.3156,A,F
2007-03-13,1.3218,A,F
2007-03-14,1.3183,A,F
2007-03-15,1.3226,A,F
2007-03-16,1.3325,A,F
2007-03-19,1.3303,A,F
2007-03-20,1.3296,A,F
2007-03-21,1.3293,A,F
2007-03-22,1.3351,A,F
2007-03-23,1.3327,A,F
2007-03-26,1.3265,A,F
2007-03-27,1.3347,A,F
2007-03-28,1.3348,A,F
2007-03-29,1.3352,A,F
2007-03-30,1.3318,A,F
2007-04-02,1.3366,A,F
2007-04-03,1.3358,A,F
2007-04-04,1.3352,A,F
2007-04-05,1.3373,A,F
2007-04-10,1.3426,A,F
2007-04-11,1.3418,A,F
2007-04-12,1.3467,A,F
2007-04-13,1.3532,A,F
2007-04-16,1.3550,A,F
2007-04-17,1.3549,A,F
2007-04-18,1.3577,A,F
2007-04-19,1.3601,A,F
2007-04-20,1.3606,A,F
2007-04-23,1.3557,A,F
2007-04-24,1.3582,A,F
2007-04-25,1.3649,A,F
2007-04-26,1.3596,A,F
2007-04-27,1.3643,A,F
2007-04-30,1.3605,A,F
2007-05-02,1.3588,A,F
2007-05-03,1.3613,A,F
2007-05-04,1.3561,A,F
2007-05-07,1.3615,A,F
2007-05-08,1.3558,A,F
2007-05-09,1.3535,A,F
2007-05-10,1.3527,A,F
2007-05-11,1.3486,A,F
2007-05-14,1.3549,A,F
2007-05-15,1.3538,A,F
2007-05-16,1.3574,A,F
2007-05-17,1.3516,A,F
2007-05-18,1.3477,A,F
2007-05-21,1.3444,A,F
2007-05-22,1.3454,A,F
2007-05-23,1.3490,A,F
2007-05-24,1.3448,A,F
2007-05-25,1.3441,A,F
2007-05-28,1.3453,A,F
2007-05-29,1.3509,A,F
2007-05-30,1.3420,A,F
2007-05-31,1.3453,A,F
2007-06-01,1.3436,A,F
2007-06-04,1.3482,A,F
2007-06-05,1.3532,A,F
2007-06-06,1.3513,A,F
2007-06-07,1.3470,A,F
2007-06-08,1.3349,A,F
2007-06-11,1.3355,A,F
2007-06-12,1.3345,A,F
2007-06-13,1.3287,A,F
2007-06-14,1.3304,A,F
2007-06-15,1.3314,A,F
2007-06-18,1.3404,A,F
2007-06-19,1.3403,A,F
2007-06-20,1.3427,A,F
2007-06-21,1.3397,A,F
2007-06-22,1.3441,A,F
2007-06-25,1.3461,A,F
2007-06-26,1.3460,A,F
2007-06-27,1.3438,A,F
2007-06-28,1.3467,A,F
2007-06-29,1.3505,A,F
2007-07-02,1.3588,A,F
2007-07-03,1.3601,A,F
2007-07-04,1.3618,A,F
2007-07-05,1.3640,A,F
2007-07-06,1.3596,A,F
2007-07-09,1.3621,A,F
2007-07-10,1.3666,A,F
2007-07-11,1.3753,A,F
2007-07-12,1.3788,A,F
2007-07-13,1.3782,A,F
2007-07-16,1.3781,A,F
2007-07-17,1.3771,A,F
2007-07-18,1.3779,A,F
2007-07-19,1.3820,A,F
2007-07-20,1.3803,A,F
2007-07-23,1.3821,A,F
2007-07-24,1.3833,A,F
2007-07-25,1.3743,A,F
2007-07-26,1.3722,A,F
2007-07-27,1.3651,A,F
2007-07-30,1.3659,A,F
2007-07-31,1.3707,A,F
2007-08-01,1.3663,A,F
2007-08-02,1.3664,A,F
2007-08-03,1.3694,A,F
2007-08-06,1.3818,A,F
2007-08-07,1.3794,A,F
2007-08-08,1.3794,A,F
2007-08-09,1.3729,A,F
2007-08-10,1.3650,A,F
2007-08-13,1.3651,A,F
2007-08-14,1.3591,A,F
2007-08-15,1.3476,A,F
2007-08-16,1.3405,A,F
2007-08-17,1.3454,A,F
2007-08-20,1.3476,A,F
2007-08-21,1.3508,A,F
2007-08-22,1.3493,A,F
2007-08-23,1.3574,A,F
2007-08-24,1.3615,A,F
2007-08-27,1.3658,A,F
2007-08-28,1.3664,A,F
2007-08-29,1.3631,A,F
2007-08-30,1.3610,A,F
2007-08-31,1.3705,A,F
2007-09-03,1.3632,A,F
2007-09-04,1.3580,A,F
2007-09-05,1.3588,A,F
2007-09-06,1.3669,A,F
2007-09-07,1.3696,A,F
2007-09-10,1.3795,A,F
2007-09-11,1.3824,A,F
2007-09-12,1.3885,A,F
2007-09-13,1.3897,A,F
2007-09-14,1.3860,A,F
2007-09-17,1.3877,A,F
2007-09-18,1.3867,A,F
2007-09-19,1.3975,A,F
2007-09-20,1.4030,A,F
2007-09-21,1.4049,A,F
2007-09-24,1.4113,A,F
2007-09-25,1.4106,A,F
2007-09-26,1.4127,A,F
2007-09-27,1.4180,A,F
2007-09-28,1.4179,A,F
2007-10-01,1.4232,A,F
2007-10-02,1.4165,A,F
2007-10-03,1.4195,A,F
2007-10-04,1.4109,A,F
2007-10-05,1.4136,A,F
2007-10-08,1.4089,A,F
2007-10-09,1.4037,A,F
2007-10-10,1.4146,A,F
2007-10-11,1.4199,A,F
2007-10-12,1.4173,A,F
2007-10-15,1.4226,A,F
2007-10-16,1.4150,A,F
2007-10-17,1.4200,A,F
2007-10-18,1.4299,A,F
2007-10-19,1.4288,A,F
2007-10-22,1.4166,A,F
2007-10-23,1.4254,A,F
2007-10-24,1.4230,A,F
2007-10-25,1.4309,A,F
2007-10-26,1.4384,A,F
2007-10-29,1.4391,A,F
2007-10-30,1.4407,A,F
2007-10-31,1.4447,A,F
2007-11-01,1.4423,A,F
2007-11-02,1.4479,A,F
2007-11-05,1.4488,A,F
2007-11-06,1.4547,A,F
2007-11-07,1.4722,A,F
2007-11-08,1.4666,A,F
2007-11-09,1.4683,A,F
2007-11-12,1.4579,A,F
2007-11-13,1.4607,A,F
2007-11-14,1.4700,A,F
2007-11-15,1.4639,A,F
2007-11-16,1.4651,A,F
2007-11-19,1.4654,A,F
2007-11-20,1.4785,A,F
2007-11-21,1.4814,A,F
2007-11-22,1.4829,A,F
2007-11-23,1.4809,A,F
2007-11-26,1.4845,A,F
2007-11-27,1.4874,A,F
2007-11-28,1.4747,A,F
2007-11-29,1.4738,A,F
2007-11-30,1.4761,A,F
2007-12-03,1.4666,A,F
2007-12-04,1.4741,A,F
2007-12-05,1.4720,A,F
2007-12-06,1.4554,A,F
2007-12-07,1.4649,A,F
2007-12-10,1.4718,A,F
2007-12-11,1.4672,A,F
2007-12-12,1.4675,A,F
2007-12-13,1.4683,A,F
2007-12-14,1.4509,A,F
2007-12-17,1.4393,A,F
2007-12-18,1.4416,A,F
2007-12-19,1.4385,A,F
2007-12-20,1.4349,A,F
2007-12-21,1.4380,A,F
2007-12-24,1.4398,A,F
2007-12-27,1.4516,A,F
2007-12-28,1.4692,A,F
2007-12-31,1.4721,A,F
2008-01-02,1.4688,A,F
2008-01-03,1.4753,A,F
2008-01-04,1.4727,A,F
2008-01-07,1.4723,A,F
2008-01-08,1.4705,A,F
2008-01-09,1.4680,A,F
2008-01-10,1.4662,A,F
2008-01-11,1.4792,A,F
2008-01-14,1.4895,A,F
2008-01-15,1.4886,A,F
2008-01-16,1.4792,A,F
2008-01-17,1.4691,A,F
2008-01-18,1.4674,A,F
2008-01-21,1.4482,A,F
2008-01-22,1.4494,A,F
2008-01-23,1.4574,A,F
2008-01-24,1.4663,A,F
2008-01-25,1.4705,A,F
2008-01-28,1.4755,A,F
2008-01-29,1.4773,A,F
2008-01-30,1.4810,A,F
2008-01-31,1.4870,A,F
2008-02-01,1.4889,A,F
2008-02-04,1.4829,A,F
2008-02-05,1.4688,A,F
2008-02-06,1.4621,A,F
2008-02-07,1.4569,A,F
2008-02-08,1.4513,A,F
2008-02-11,1.4542,A,F
2008-02-12,1.4538,A,F
2008-02-13,1.4586,A,F
2008-02-14,1.4626,A,F
2008-02-15,1.4674,A,F
2008-02-18,1.4636,A,F
2008-02-19,1.4742,A,F
2008-02-20,1.4656,A,F
2008-02-21,1.4736,A,F
2008-02-22,1.4848,A,F
2008-02-25,1.4817,A,F
2008-02-26,1.4874,A,F
2008-02-27,1.5044,A,F
2008-02-28,1.5121,A,F
2008-02-29,1.5167,A,F
2008-03-03,1.5203,A,F
2008-03-04,1.5206,A,F
2008-03-05,1.5196,A,F
2008-03-06,1.5319,A,F
2008-03-07,1.5417,A,F
2008-03-10,1.5340,A,F
2008-03-11,1.5379,A,F
2008-03-12,1.5477,A,F
2008-03-13,1.5577,A,F
2008-03-14,1.5561,A,F
2008-03-17,1.5770,A,F
2008-03-18,1.5771,A,F
2008-03-19,1.5692,A,F
2008-03-20,1.5423,A,F
2008-03-25,1.5569,A,F
2008-03-26,1.5710,A,F
2008-03-27,1.5786,A,F
2008-03-28,1.5796,A,F
2008-03-31,1.5812,A,F
2008-04-01,1.5660,A,F
2008-04-02,1.5632,A,F
2008-04-03,1.5526,A,F
2008-04-04,1.5722,A,F
2008-04-07,1.5693,A,F
2008-04-08,1.5694,A,F
2008-04-09,1.5726,A,F
2008-04-10,1.5875,A,F
2008-04-11,1.5833,A,F
2008-04-14,1.5869,A,F
2008-04-15,1.5828,A,F
2008-04-16,1.5928,A,F
2008-04-17,1.5872,A,F
2008-04-18,1.5780,A,F
2008-04-21,1.5898,A,F
2008-04-22,1.5931,A,F
2008-04-23,1.5940,A,F
2008-04-24,1.5769,A,F
2008-04-25,1.5596,A,F
2008-04-28,1.5628,A,F
2008-04-29,1.5571,A,F
2008-04-30,1.5540,A,F
2008-05-02,1.5458,A,F
2008-05-05,1.5460,A,F
2008-05-06,1.5528,A,F
2008-05-07,1.5430,A,F
2008-05-08,1.5347,A,F
2008-05-09,1.5458,A,F
2008-05-12,1.5430,A,F
2008-05-13,1.5473,A,F
2008-05-14,1.5439,A,F
2008-05-15,1.5474,A,F
2008-05-16,1.5498,A,F
2008-05-19,1.5577,A,F
2008-05-20,1.5639,A,F
2008-05-21,1.5753,A,F
2008-05-22,1.5755,A,F
2008-05-23,1.5742,A,F
2008-05-26,1.5761,A,F
2008-05-27,1.5760,A,F
2008-05-28,1.5656,A,F
2008-05-29,1.5551,A,F
2008-05-30,1.5508,A,F
2008-06-02,1.5521,A,F
2008-06-03,1.5593,A,F
2008-06-04,1.5466,A,F
2008-06-05,1.5402,A,F
2008-06-06,1.5597,A,F
2008-06-09,1.5784,A,F
2008-06-10,1.5526,A,F
2008-06-11,1.5515,A,F
2008-06-12,1.5417,A,F
2008-06-13,1.5336,A,F
2008-06-16,1.5459,A,F
2008-06-17,1.5477,A,F
2008-06-18,1.5493,A,F
2008-06-19,1.5481,A,F
2008-06-20,1.5610,A,F
2008-06-23,1.5521,A,F
2008-06-24,1.5568,A,F
2008-06-25,1.5599,A,F
2008-06-26,1.5731,A,F
2008-06-27,1.5748,A,F
2008-06-30,1.5764,A,F
2008-07-01,1.5775,A,F
2008-07-02,1.5806,A,F
2008-07-03,1.5885,A,F
2008-07-04,1.5671,A,F
2008-07-07,1.5651,A,F
2008-07-08,1.5687,A,F
2008-07-09,1.5715,A,F
2008-07-10,1.5708,A,F
2008-07-11,1.5835,A,F
2008-07-14,1.5847,A,F
2008-07-15,1.5990,A,F
2008-07-16,1.5888,A,F
2008-07-17,1.5849,A,F
2008-07-18,1.5816,A,F
2008-07-21,1.5858,A,F
2008-07-22,1.5919,A,F
2008-07-23,1.5741,A,F
2008-07-24,1.5677,A,F
2008-07-25,1.5734,A,F
2008-07-28,1.5746,A,F
2008-07-29,1.5705,A,F
2008-07-30,1.5589,A,F
2008-07-31,1.5611,A,F
2008-08-01,1.5574,A,F
2008-08-04,1.5566,A,F
2008-08-05,1.5487,A,F
2008-08-06,1.5478,A,F
2008-08-07,1.5471,A,F
2008-08-08,1.5074,A,F
2008-08-11,1.5012,A,F
2008-08-12,1.4907,A,F
2008-08-13,1.4903,A,F
2008-08-14,1.4907,A,F
2008-08-15,1.4729,A,F
2008-08-18,1.4704,A,F
2008-08-19,1.4677,A,F
2008-08-20,1.4734,A,F
2008-08-21,1.4814,A,F
2008-08-22,1.4808,A,F
2008-08-25,1.4767,A,F
2008-08-26,1.4598,A,F
2008-08-27,1.4767,A,F
2008-08-28,1.4771,A,F
2008-08-29,1.4735,A,F
2008-09-01,1.4621,A,F
2008-09-02,1.4516,A,F
2008-09-03,1.4441,A,F
2008-09-04,1.4488,A,F
2008-09-05,1.4247,A,F
2008-09-08,1.4214,A,F
2008-09-09,1.4144,A,F
2008-09-10,1.4094,A,F
2008-09-11,1.3934,A,F
2008-09-12,1.4066,A,F
2008-09-15,1.4151,A,F
2008-09-16,1.4267,A,F
2008-09-17,1.4224,A,F
2008-09-18,1.4502,A,F
2008-09-19,1.4236,A,F
2008-09-22,1.4571,A,F
2008-09-23,1.4731,A,F
2008-09-24,1.4690,A,F
2008-09-25,1.4700,A,F
2008-09-26,1.4640,A,F
2008-09-29,1.4349,A,F
2008-09-30,1.4303,A,F
2008-10-01,1.4081,A,F
2008-10-02,1.3903,A,F
2008-10-03,1.3834,A,F
2008-10-06,1.3634,A,F
2008-10-07,1.3632,A,F
2008-10-08,1.3731,A,F
2008-10-09,1.3682,A,F
2008-10-10,1.3579,A,F
2008-10-13,1.3639,A,F
2008-10-14,1.3752,A,F
2008-10-15,1.3625,A,F
2008-10-16,1.3507,A,F
2008-10-17,1.3404,A,F
2008-10-20,1.3424,A,F
2008-10-21,1.3184,A,F
2008-10-22,1.2843,A,F
2008-10-23,1.2810,A,F
2008-10-24,1.2596,A,F
2008-10-27,1.2460,A,F
2008-10-28,1.2526,A,F
2008-10-29,1.2770,A,F
2008-10-30,1.3035,A,F
2008-10-31,1.2757,A,F
2008-11-03,1.2822,A,F
2008-11-04,1.2820,A,F
2008-11-05,1.2870,A,F
2008-11-06,1.2770,A,F
2008-11-07,1.2756,A,F
2008-11-10,1.2891,A,F
2008-11-11,1.2747,A,F
2008-11-12,1.2530,A,F
2008-11-13,1.2525,A,F
2008-11-14,1.2675,A,F
2008-11-17,1.2660,A,F
2008-11-18,1.2653,A,F
2008-11-19,1.2634,A,F
2008-11-20,1.2542,A,F
2008-11-21,1.2602,A,F
2008-11-24,1.2773,A,F
2008-11-25,1.2811,A,F
2008-11-26,1.2935,A,F
2008-11-27,1.2900,A,F
2008-11-28,1.2727,A,F
2008-12-01,1.2608,A,F
2008-12-02,1.2697,A,F
2008-12-03,1.2623,A,F
2008-12-04,1.2620,A,F
2008-12-05,1.2665,A,F
2008-12-08,1.2854,A,F
2008-12-09,1.2838,A,F
2008-12-10,1.2925,A,F
2008-12-11,1.3215,A,F
2008-12-12,1.3340,A,F
2008-12-15,1.3510,A,F
2008-12-16,1.3690,A,F
2008-12-17,1.4059,A,F
2008-12-18,1.4616,A,F
2008-12-19,1.3940,A,F
2008-12-22,1.3970,A,F
2008-12-23,1.3978,A,F
2008-12-24,1.4005,A,F
2008-12-29,1.4270,A,F
2008-12-30,1.4098,A,F
2008-12-31,1.3917,A,F
2009-01-02,1.3866,A,F
2009-01-05,1.3582,A,F
2009-01-06,1.3332,A,F
2009-01-07,1.3595,A,F
2009-01-08,1.3617,A,F
2009-01-09,1.3684,A,F
2009-01-12,1.3394,A,F
2009-01-13,1.3262,A,F
2009-01-14,1.3173,A,F
2009-01-15,1.3085,A,F
2009-01-16,1.3270,A,F
2009-01-19,1.3182,A,F
2009-01-20,1.2930,A,F
2009-01-21,1.2910,A,F
2009-01-22,1.2984,A,F
2009-01-23,1.2795,A,F
2009-01-26,1.2990,A,F
2009-01-27,1.3174,A,F
2009-01-28,1.3260,A,F
2009-01-29,1.3111,A,F
2009-01-30,1.2816,A,F
2009-02-02,1.2760,A,F
2009-02-03,1.2849,A,F
2009-02-04,1.2818,A,F
2009-02-05,1.2829,A,F
2009-02-06,1.2796,A,F
2009-02-09,1.3008,A,F
2009-02-10,1.2967,A,F
2009-02-11,1.2938,A,F
2009-02-12,1.2833,A,F
2009-02-13,1.2823,A,F
2009-02-16,1.2765,A,F
2009-02-17,1.2634,A,F
2009-02-18,1.2596,A,F
2009-02-19,1.2705,A,F
2009-02-20,1.2591,A,F
2009-02-23,1.2798,A,F
2009-02-24,1.2763,A,F
2009-02-25,1.2795,A,F
2009-02-26,1.2782,A,F
2009-02-27,1.2644,A,F
2009-03-02,1.2596,A,F
2009-03-03,1.2615,A,F
2009-03-04,1.2555,A,F
2009-03-05,1.2555,A,F
2009-03-06,1.2658,A,F
2009-03-09,1.2565,A,F
2009-03-10,1.2783,A,F
2009-03-11,1.2786,A,F
2009-03-12,1.2782,A,F
2009-03-13,1.2905,A,F
2009-03-16,1.3042,A,F
2009-03-17,1.2942,A,F
2009-03-18,1.3130,A,F
