,days_since_last_order,median_order_type,days_since_last_contact,monthly_mean_order_vol,yearly_mean_cust_rev,status
6288,10,raw_ingredients,12,894,1135,active
1950,14,finished_goods,7,1185,1064,active
9498,9,finished_goods,4,1030,1107,active
4619,4,raw_ingredients,1,1419,1218,active
10736,9,raw_ingredients,9,987,1395,cancelled
3796,9,raw_ingredients,10,1495,1002,active
7814,7,raw_ingredients,14,1387,1328,active
3533,10,raw_ingredients,9,723,1214,active
5861,13,raw_ingredients,6,953,920,active
1814,13,raw_ingredients,9,525,879,active
3746,7,raw_ingredients,14,1078,759,active
5886,2,raw_ingredients,8,800,847,active
2212,14,raw_ingredients,9,997,1485,active
9920,6,finished_goods,11,1487,1476,active
1992,14,raw_ingredients,1,1454,567,active
4784,7,finished_goods,6,737,710,active
5256,8,raw_ingredients,5,912,1230,active
2833,5,raw_ingredients,3,901,874,active
391,9,raw_ingredients,12,1278,1365,active
9103,12,raw_ingredients,5,1370,538,active
1819,10,finished_goods,10,564,1175,active
741,13,raw_ingredients,1,736,1022,active
367,12,raw_ingredients,10,751,570,active
2851,5,raw_ingredients,14,802,1430,active
263,3,finished_goods,11,787,977,active
2468,5,finished_goods,10,1138,1063,active
7833,8,raw_ingredients,7,1352,1247,active
6495,13,raw_ingredients,9,540,909,active
324,9,raw_ingredients,12,797,751,active
5968,13,finished_goods,10,641,1125,active
2065,8,finished_goods,3,747,533,active
8201,7,raw_ingredients,11,891,892,active
4921,11,raw_ingredients,10,906,683,active
11117,23,raw_ingredients,28,742,381,paused
11277,38,finished_goods,10,1405,345,paused
684,14,raw_ingredients,3,1493,1107,active
1611,10,raw_ingredients,1,1461,1414,active
4291,6,finished_goods,4,1369,783,active
9163,10,raw_ingredients,3,1157,591,active
9324,7,raw_ingredients,12,661,1357,active
11164,12,finished_goods,37,980,381,paused
8329,13,raw_ingredients,1,845,1189,active
10572,14,raw_ingredients,9,779,873,cancelled
10396,7,finished_goods,8,1187,563,cancelled
7641,1,finished_goods,8,1353,776,active
7085,8,raw_ingredients,5,1398,1345,active
8663,10,finished_goods,5,1111,1377,active
9901,9,raw_ingredients,6,791,767,active
10589,11,finished_goods,8,805,1249,cancelled
7144,9,raw_ingredients,14,1327,1415,active
10951,11,finished_goods,7,1205,1044,cancelled
6360,9,finished_goods,1,1202,631,active
5588,13,finished_goods,13,1056,990,active
516,1,raw_ingredients,3,924,1378,active
11108,22,finished_goods,38,1431,377,paused
11473,25,raw_ingredients,25,712,541,paused
10677,14,finished_goods,7,977,651,cancelled
9464,4,finished_goods,3,721,845,active
4771,11,raw_ingredients,1,538,1087,active
9827,12,raw_ingredients,9,596,1107,active
3370,11,raw_ingredients,9,900,893,active
11477,29,raw_ingredients,27,735,468,paused
7156,13,raw_ingredients,1,688,812,active
793,3,raw_ingredients,6,502,887,active
1464,7,finished_goods,12,1226,899,active
2749,5,raw_ingredients,13,975,1250,active
9086,13,finished_goods,5,959,1031,active
7268,13,raw_ingredients,4,512,1205,active
3259,3,finished_goods,11,951,792,active
5945,6,raw_ingredients,11,790,1423,active
11489,33,finished_goods,37,1234,448,paused
6115,11,raw_ingredients,6,907,871,active
9383,12,finished_goods,5,770,741,active
10065,7,raw_ingredients,14,1307,1061,cancelled
8273,4,finished_goods,14,901,806,active
7331,6,raw_ingredients,10,1087,710,active
10118,13,finished_goods,10,543,1174,cancelled
150,3,finished_goods,4,1316,808,active
11385,18,raw_ingredients,27,1021,913,paused
7690,11,raw_ingredients,9,707,519,active
7109,11,raw_ingredients,11,713,1317,active
1740,9,finished_goods,4,1316,1200,active
10705,9,raw_ingredients,7,1077,487,cancelled
6620,3,finished_goods,1,1208,963,active
6798,2,raw_ingredients,2,518,1058,active
1472,3,raw_ingredients,4,542,953,active
7153,5,raw_ingredients,1,1256,1367,active
3608,3,raw_ingredients,5,532,900,active
6920,5,finished_goods,10,985,937,active
3049,1,raw_ingredients,4,781,986,active
2629,6,raw_ingredients,6,603,605,active
2732,6,raw_ingredients,2,1150,1481,active
3749,8,finished_goods,6,1278,579,active
2901,12,raw_ingredients,1,1303,1079,active
886,6,finished_goods,8,656,940,active
9309,2,raw_ingredients,7,1338,625,active
7304,11,finished_goods,3,799,1417,active
180,10,raw_ingredients,9,1377,1136,active
7947,10,raw_ingredients,3,1256,600,active
495,9,finished_goods,8,726,700,active
1977,10,finished_goods,7,647,1444,active
11311,27,raw_ingredients,24,1132,872,paused
511,10,raw_ingredients,11,1425,594,active
2739,6,raw_ingredients,14,763,582,active
8320,1,raw_ingredients,10,945,943,active
7601,6,finished_goods,2,1155,724,active
11395,28,finished_goods,22,1279,371,paused
555,12,raw_ingredients,6,924,1362,active
10295,19,raw_ingredients,15,762,727,cancelled
5997,7,raw_ingredients,9,1358,575,active
2499,1,raw_ingredients,8,1394,1369,active
5421,1,raw_ingredients,12,1289,640,active
9408,5,raw_ingredients,1,560,1284,active
1106,2,finished_goods,12,582,901,active
8653,7,raw_ingredients,14,1299,992,active
6376,14,finished_goods,14,1089,1389,active
5121,11,raw_ingredients,9,918,1349,active
6730,12,raw_ingredients,4,792,998,active
10206,18,raw_ingredients,18,1084,944,cancelled
9310,13,finished_goods,10,1182,1202,active
9281,8,raw_ingredients,14,534,1472,active
11225,10,finished_goods,13,1197,354,paused
6605,2,finished_goods,3,573,1320,active
6317,4,finished_goods,2,1302,879,active
2703,2,finished_goods,1,1109,860,active
3752,11,finished_goods,11,1000,1325,active
4279,5,raw_ingredients,7,637,635,active
1248,8,finished_goods,8,651,1209,active
8838,3,finished_goods,5,680,505,active
11914,24,finished_goods,21,654,487,paused
11855,17,finished_goods,13,461,1323,paused
9402,9,raw_ingredients,2,815,1394,active
6111,10,raw_ingredients,13,1210,1197,active
898,13,raw_ingredients,8,548,1296,active
10339,15,finished_goods,19,1273,661,cancelled
2795,6,raw_ingredients,13,899,815,active
5738,3,raw_ingredients,1,676,733,active
8869,4,raw_ingredients,5,1250,1226,active
10105,11,finished_goods,7,1064,824,cancelled
11798,31,raw_ingredients,11,572,1268,paused
2835,13,raw_ingredients,11,770,1068,active
9392,7,raw_ingredients,10,1250,1421,active
698,13,finished_goods,9,1302,513,active
5978,9,raw_ingredients,14,1056,724,active
8276,5,raw_ingredients,6,1358,725,active
1137,13,raw_ingredients,10,1028,528,active
7744,13,raw_ingredients,4,1300,1069,active
9294,12,finished_goods,12,967,1426,active
10608,19,raw_ingredients,11,898,691,cancelled
11839,38,raw_ingredients,28,1310,288,paused
10208,11,raw_ingredients,16,940,626,cancelled
4085,14,raw_ingredients,9,786,1042,active
267,5,raw_ingredients,5,1142,835,active
3798,7,raw_ingredients,1,1260,1356,active
39,13,raw_ingredients,14,965,910,active
2661,10,raw_ingredients,14,566,551,active
1265,13,raw_ingredients,7,571,596,active
11415,38,finished_goods,19,1444,560,paused
8611,4,raw_ingredients,14,952,571,active
8123,9,raw_ingredients,3,1150,506,active
3267,11,raw_ingredients,8,647,1237,active
5701,13,raw_ingredients,4,710,1182,active
7217,12,raw_ingredients,10,1443,1038,active
5677,14,raw_ingredients,7,651,900,active
8597,13,finished_goods,13,1148,1277,active
10416,18,finished_goods,17,866,438,cancelled
3058,5,raw_ingredients,8,924,1162,active
9685,4,finished_goods,7,1185,1172,active
5422,10,raw_ingredients,9,664,1174,active
2462,7,raw_ingredients,12,1049,1080,active
1806,4,raw_ingredients,6,888,1207,active
5604,5,finished_goods,10,1218,1471,active
11189,32,finished_goods,37,1225,555,paused
8479,4,raw_ingredients,6,643,1214,active
496,9,finished_goods,13,1427,537,active
8542,6,raw_ingredients,10,1146,518,active
520,6,raw_ingredients,9,1319,1074,active
11253,22,raw_ingredients,21,1244,572,paused
7859,3,raw_ingredients,8,1011,1008,active
10466,16,finished_goods,14,1196,579,cancelled
10763,12,finished_goods,13,1176,1283,cancelled
7719,14,finished_goods,13,672,1108,active
4250,10,raw_ingredients,1,940,1095,active
7759,4,finished_goods,4,951,573,active
600,14,finished_goods,9,616,1214,active
4919,14,finished_goods,1,1286,834,active
10424,16,finished_goods,17,1171,907,cancelled
7057,11,raw_ingredients,3,1477,1033,active
89,13,raw_ingredients,12,1448,1106,active
5267,9,raw_ingredients,1,901,1032,active
6938,6,raw_ingredients,4,746,1159,active
10054,7,finished_goods,12,947,534,cancelled
3067,6,finished_goods,12,842,955,active
9862,4,raw_ingredients,3,969,804,active
8722,13,finished_goods,13,1118,1290,active
663,4,raw_ingredients,9,779,609,active
3817,8,raw_ingredients,2,1200,661,active
8266,8,finished_goods,8,998,646,active
4636,11,raw_ingredients,2,1325,1303,active
2946,8,raw_ingredients,7,727,826,active
7344,7,raw_ingredients,11,1371,1170,active
5608,7,raw_ingredients,1,982,880,active
10001,11,finished_goods,8,1388,415,cancelled
5151,8,raw_ingredients,1,1098,559,active
7914,13,raw_ingredients,14,1168,773,active
1924,11,raw_ingredients,7,1132,674,active
6342,10,raw_ingredients,14,1494,1401,active
1694,14,raw_ingredients,7,1013,886,active
6684,3,raw_ingredients,2,855,1263,active
10189,18,finished_goods,17,419,951,cancelled
11743,30,finished_goods,22,1380,813,paused
7269,6,finished_goods,12,1249,535,active
5,8,raw_ingredients,10,1498,764,active
6325,5,finished_goods,4,955,1068,active
6143,3,raw_ingredients,12,1019,667,active
8935,10,raw_ingredients,11,1178,1063,active
6068,8,raw_ingredients,13,642,851,active
7677,7,raw_ingredients,14,1103,822,active
10660,13,finished_goods,13,1193,1113,cancelled
4434,11,raw_ingredients,5,1264,680,active
6424,10,raw_ingredients,14,946,1156,active
10606,11,finished_goods,16,465,690,cancelled
9674,1,raw_ingredients,2,606,1444,active
11797,36,finished_goods,18,580,501,paused
10789,12,finished_goods,16,1344,1175,cancelled
527,14,raw_ingredients,2,898,1337,active
4897,13,raw_ingredients,8,615,1164,active
1377,1,finished_goods,1,827,803,active
4150,3,raw_ingredients,10,1397,1170,active
3179,8,finished_goods,3,1080,691,active
10469,9,finished_goods,8,596,594,cancelled
908,14,raw_ingredients,14,500,560,active
889,4,raw_ingredients,6,561,978,active
4533,3,finished_goods,1,1120,1025,active
10489,19,finished_goods,11,995,957,cancelled
2884,7,finished_goods,12,1060,1094,active
1797,12,raw_ingredients,14,1117,1483,active
3171,11,raw_ingredients,13,1303,1056,active
2597,6,finished_goods,1,1448,1423,active
7405,5,finished_goods,7,1336,534,active
11952,34,raw_ingredients,7,961,648,paused
7695,3,raw_ingredients,14,702,875,active
5686,4,finished_goods,14,522,621,active
1045,1,finished_goods,7,1215,1006,active
6249,5,raw_ingredients,13,988,583,active
2815,13,raw_ingredients,5,537,659,active
3090,5,raw_ingredients,6,702,793,active
7118,4,raw_ingredients,2,1070,1012,active
4631,4,raw_ingredients,12,663,1076,active
5684,3,finished_goods,10,1356,1481,active
815,7,raw_ingredients,4,758,1369,active
8084,5,raw_ingredients,13,981,1405,active
3508,10,raw_ingredients,12,998,1213,active
8421,4,raw_ingredients,8,991,579,active
8709,6,raw_ingredients,6,1259,859,active
2592,14,raw_ingredients,2,894,720,active
7858,8,raw_ingredients,4,976,879,active
9358,4,raw_ingredients,5,766,1246,active
9622,1,raw_ingredients,6,854,757,active
3492,10,raw_ingredients,13,717,1232,active
5387,6,raw_ingredients,2,544,592,active
5394,4,finished_goods,9,945,649,active
1750,1,raw_ingredients,14,1447,1087,active
6606,1,raw_ingredients,12,1222,720,active
8713,8,raw_ingredients,12,1281,1255,active
8497,5,raw_ingredients,4,1062,1428,active
2674,12,raw_ingredients,8,810,889,active
4453,2,raw_ingredients,4,1060,998,active
10636,19,raw_ingredients,8,774,1166,cancelled
8155,5,raw_ingredients,12,501,1355,active
9569,8,raw_ingredients,4,1057,1231,active
3605,10,finished_goods,5,1069,1380,active
3386,2,finished_goods,2,1394,1377,active
9828,14,raw_ingredients,13,609,1068,active
3015,12,finished_goods,1,1253,1135,active
3594,1,raw_ingredients,4,795,766,active
9678,7,raw_ingredients,3,818,1179,active
10479,14,finished_goods,7,571,1342,cancelled
9214,7,raw_ingredients,3,1026,1127,active
6740,1,finished_goods,3,663,624,active
5020,3,raw_ingredients,14,1342,886,active
10451,8,finished_goods,15,1397,1136,cancelled
14,10,finished_goods,1,1082,866,active
4270,12,raw_ingredients,1,680,676,active
5716,9,raw_ingredients,2,1329,1278,active
8885,10,raw_ingredients,1,1374,1265,active
5084,1,finished_goods,2,1091,1096,active
11193,14,raw_ingredients,14,625,970,paused
9174,2,raw_ingredients,10,1331,1247,active
5732,7,raw_ingredients,9,1258,1475,active
6138,11,raw_ingredients,1,1458,874,active
4455,12,finished_goods,11,686,1246,active
9056,9,raw_ingredients,8,827,1475,active
9054,4,finished_goods,12,578,928,active
3718,14,raw_ingredients,9,1245,1012,active
3978,14,raw_ingredients,14,1215,723,active
9431,5,raw_ingredients,7,714,1420,active
6611,9,raw_ingredients,8,1351,1288,active
11100,15,raw_ingredients,19,966,839,paused
11215,28,raw_ingredients,17,646,731,paused
1918,14,raw_ingredients,13,563,854,active
1934,1,finished_goods,14,1393,911,active
5985,1,raw_ingredients,6,1376,576,active
11390,29,raw_ingredients,36,524,405,paused
7402,8,raw_ingredients,10,650,881,active
1845,14,raw_ingredients,6,1179,1059,active
2482,2,raw_ingredients,14,1431,569,active
5544,7,raw_ingredients,7,1392,836,active
1704,7,finished_goods,11,1158,1413,active
6999,6,raw_ingredients,11,574,735,active
6970,12,raw_ingredients,1,799,1446,active
3679,9,finished_goods,2,1182,817,active
1228,3,finished_goods,9,502,1279,active
10806,13,finished_goods,8,617,733,cancelled
9916,4,raw_ingredients,7,897,1003,active
187,11,finished_goods,4,960,602,active
8782,6,finished_goods,10,1255,992,active
4786,5,raw_ingredients,8,654,1476,active
1738,12,raw_ingredients,3,1383,1363,active
8151,9,finished_goods,14,699,555,active
10622,18,finished_goods,10,687,584,cancelled
205,6,finished_goods,12,1276,622,active
11713,26,raw_ingredients,22,1267,445,paused
830,10,raw_ingredients,13,1181,739,active
5781,3,raw_ingredients,2,1321,1122,active
1014,5,raw_ingredients,5,1172,883,active
8178,14,raw_ingredients,3,609,1023,active
9241,9,raw_ingredients,1,653,707,active
3119,12,raw_ingredients,3,971,596,active
1015,4,finished_goods,13,1385,1084,active
1823,6,raw_ingredients,2,1363,764,active
2750,7,raw_ingredients,14,1390,1172,active
1846,8,raw_ingredients,13,1119,1495,active
10289,15,raw_ingredients,10,1346,999,cancelled
9938,13,finished_goods,9,872,621,active
5727,3,raw_ingredients,5,843,1146,active
5198,8,raw_ingredients,11,761,1164,active
8440,1,finished_goods,12,743,971,active
2702,4,raw_ingredients,12,553,514,active
1446,11,raw_ingredients,9,579,661,active
5653,14,raw_ingredients,2,966,1118,active
3652,9,raw_ingredients,6,1282,892,active
3480,9,raw_ingredients,2,988,1290,active
6635,13,raw_ingredients,9,1218,683,active
658,9,finished_goods,13,1490,1264,active
6812,14,finished_goods,2,1344,898,active
10258,12,raw_ingredients,10,552,836,cancelled
173,13,raw_ingredients,2,699,1066,active
3079,12,raw_ingredients,14,1079,551,active
7436,14,raw_ingredients,12,823,1423,active
572,7,finished_goods,13,918,595,active
3439,10,finished_goods,9,841,679,active
8887,3,finished_goods,12,784,1017,active
2512,2,raw_ingredients,13,819,1047,active
7306,9,raw_ingredients,12,720,1140,active
9592,2,raw_ingredients,1,516,602,active
11916,25,raw_ingredients,31,997,684,paused
9557,10,raw_ingredients,8,1209,1194,active
11533,37,raw_ingredients,34,1004,1228,paused
82,13,raw_ingredients,6,816,1124,active
2898,6,raw_ingredients,12,795,1139,active
7580,3,finished_goods,3,1293,1301,active
3272,1,finished_goods,4,1102,711,active
6985,4,raw_ingredients,10,915,732,active
4131,1,finished_goods,1,843,782,active
10740,13,finished_goods,12,1188,1179,cancelled
10911,9,finished_goods,9,579,1181,cancelled
1040,7,raw_ingredients,4,1015,1167,active
7300,5,raw_ingredients,13,1078,1120,active
5811,12,raw_ingredients,9,1098,758,active
8892,7,raw_ingredients,11,509,1182,active
5481,1,finished_goods,12,1218,1496,active
10766,16,raw_ingredients,9,1314,918,cancelled
1747,11,finished_goods,3,1119,694,active
1246,6,raw_ingredients,9,1342,1045,active
9344,1,raw_ingredients,12,773,1145,active
6475,7,raw_ingredients,13,830,872,active
2774,7,raw_ingredients,1,529,1451,active
4532,13,raw_ingredients,9,990,1322,active
4727,13,raw_ingredients,1,557,740,active
5879,13,raw_ingredients,12,1390,883,active
2730,1,finished_goods,3,1066,1288,active
9390,2,raw_ingredients,13,823,579,active
11315,38,raw_ingredients,30,1358,637,paused
7103,2,raw_ingredients,10,547,798,active
10635,12,finished_goods,7,1032,1353,cancelled
6713,5,raw_ingredients,12,895,1476,active
10979,8,finished_goods,12,486,862,cancelled
4730,12,raw_ingredients,14,1032,1049,active
4852,9,raw_ingredients,4,1048,1365,active
7988,2,raw_ingredients,8,1105,687,active
602,9,raw_ingredients,4,727,1160,active
4397,3,raw_ingredients,2,542,870,active
539,2,raw_ingredients,7,910,1069,active
7470,9,raw_ingredients,8,559,581,active
1641,10,raw_ingredients,11,548,1281,active
6194,6,finished_goods,4,582,1042,active
104,8,raw_ingredients,6,1258,1316,active
3670,5,raw_ingredients,8,852,1411,active
912,3,finished_goods,9,902,896,active
10882,7,finished_goods,16,1005,1288,cancelled
10658,13,finished_goods,15,454,614,cancelled
6353,13,finished_goods,3,1355,537,active
9667,7,raw_ingredients,14,822,890,active
49,14,finished_goods,5,749,958,active
418,10,raw_ingredients,10,809,1474,active
4101,11,finished_goods,2,1249,1393,active
5184,13,raw_ingredients,7,881,1467,active
6483,1,raw_ingredients,5,952,1093,active
7347,7,finished_goods,4,569,883,active
2745,8,finished_goods,2,806,1489,active
9625,3,raw_ingredients,8,752,1494,active
4398,11,raw_ingredients,14,528,586,active
4694,6,raw_ingredients,7,640,1243,active
6791,4,raw_ingredients,10,1397,1467,active
1222,14,finished_goods,12,1026,1089,active
9410,2,finished_goods,1,1059,1010,active
9095,3,finished_goods,3,1301,1265,active
2939,2,finished_goods,8,692,936,active
1630,10,raw_ingredients,2,1079,1000,active
3936,9,raw_ingredients,9,997,1480,active
8427,2,raw_ingredients,12,1367,1310,active
11945,13,finished_goods,22,656,939,paused
5086,4,raw_ingredients,3,1116,1365,active
443,9,raw_ingredients,4,908,1488,active
1729,14,raw_ingredients,10,1460,1261,active
11190,17,finished_goods,25,675,749,paused
2999,14,raw_ingredients,6,796,1241,active
9550,2,finished_goods,12,1370,1065,active
8408,14,raw_ingredients,12,1281,524,active
9587,5,raw_ingredients,14,1400,913,active
3627,13,raw_ingredients,11,618,634,active
5813,14,raw_ingredients,13,1194,1231,active
8436,6,raw_ingredients,3,639,638,active
9340,11,finished_goods,7,1021,1445,active
4383,4,raw_ingredients,6,900,1102,active
9115,3,finished_goods,5,1073,816,active
11757,39,finished_goods,18,1197,778,paused
2650,14,finished_goods,14,691,657,active
8790,8,raw_ingredients,4,1300,899,active
7060,6,raw_ingredients,14,974,1447,active
6879,8,raw_ingredients,9,1192,1127,active
1634,14,raw_ingredients,4,1145,986,active
7371,12,raw_ingredients,5,640,999,active
9657,11,raw_ingredients,8,1335,546,active
7428,8,raw_ingredients,7,532,594,active
2706,6,raw_ingredients,13,1474,1081,active
3859,14,finished_goods,13,837,744,active
9169,8,raw_ingredients,8,1458,1184,active
10523,13,finished_goods,17,754,620,cancelled
6087,3,finished_goods,4,575,1170,active
5526,4,raw_ingredients,7,1271,945,active
4211,11,raw_ingredients,3,631,617,active
399,12,raw_ingredients,14,505,882,active
7772,9,raw_ingredients,14,590,636,active
11751,37,raw_ingredients,20,906,857,paused
1861,4,raw_ingredients,8,1416,1184,active
8009,7,raw_ingredients,13,991,555,active
7547,3,raw_ingredients,13,1044,596,active
1596,8,raw_ingredients,14,590,1226,active
3379,5,raw_ingredients,4,1402,1296,active
9868,4,raw_ingredients,2,1253,515,active
10297,9,finished_goods,12,623,804,cancelled
122,1,finished_goods,3,666,751,active
10322,18,finished_goods,16,1094,1371,cancelled
3414,12,raw_ingredients,12,891,952,active
148,13,raw_ingredients,6,715,1077,active
2173,6,raw_ingredients,6,1027,542,active
10524,7,finished_goods,19,1290,1311,cancelled
2031,8,finished_goods,12,871,944,active
6720,13,raw_ingredients,9,1252,604,active
2940,8,raw_ingredients,8,730,706,active
5239,2,raw_ingredients,7,739,1064,active
10984,9,finished_goods,13,618,402,cancelled
10950,8,finished_goods,10,695,604,cancelled
5384,6,raw_ingredients,10,698,807,active
4900,7,raw_ingredients,2,1140,1150,active
10005,15,finished_goods,12,790,758,cancelled
3769,5,raw_ingredients,7,964,1138,active
9160,4,raw_ingredients,14,739,1306,active
7485,5,raw_ingredients,13,701,1234,active
10797,17,finished_goods,17,1273,1247,cancelled
11292,34,raw_ingredients,30,1349,973,paused
2246,5,raw_ingredients,1,1339,1192,active
7451,6,raw_ingredients,12,1183,1424,active
4724,13,raw_ingredients,8,971,1190,active
672,13,raw_ingredients,5,1242,1406,active
9588,8,finished_goods,13,979,1392,active
6649,2,raw_ingredients,3,951,1440,active
1412,5,finished_goods,4,813,774,active
7676,11,raw_ingredients,6,982,1013,active
7226,5,raw_ingredients,14,1075,784,active
11994,35,raw_ingredients,36,842,957,paused
9709,7,finished_goods,12,1456,1005,active
9839,14,raw_ingredients,14,1164,546,active
4862,12,finished_goods,12,671,1234,active
8144,2,finished_goods,12,558,1320,active
311,14,finished_goods,10,887,1329,active
8748,13,raw_ingredients,7,1411,737,active
7745,13,raw_ingredients,11,870,515,active
9737,7,raw_ingredients,10,1161,630,active
1743,6,finished_goods,1,1186,1147,active
7682,14,finished_goods,13,695,650,active
624,10,finished_goods,8,1145,801,active
3275,11,finished_goods,10,878,521,active
6789,9,raw_ingredients,12,967,1464,active
1112,6,finished_goods,3,748,825,active
9966,14,raw_ingredients,9,590,951,active
5209,13,finished_goods,14,720,1074,active
9792,13,raw_ingredients,7,1048,953,active
4557,3,raw_ingredients,8,765,1388,active
5322,5,raw_ingredients,10,1069,656,active
3162,8,finished_goods,12,1322,1000,active
9744,1,raw_ingredients,9,648,1349,active
11740,30,raw_ingredients,33,1319,962,paused
11859,26,raw_ingredients,34,1160,1220,paused
7979,12,finished_goods,2,552,1231,active
8148,9,raw_ingredients,13,1135,539,active
8228,9,finished_goods,3,1245,1004,active
4746,13,finished_goods,13,872,758,active
419,12,raw_ingredients,4,693,837,active
283,2,raw_ingredients,10,1260,787,active
522,11,raw_ingredients,5,1387,990,active
8350,4,finished_goods,3,1276,608,active
2136,11,raw_ingredients,7,1077,1038,active
3911,6,finished_goods,10,776,840,active
8968,12,raw_ingredients,11,1430,864,active
11911,36,raw_ingredients,9,988,1290,paused
5793,14,raw_ingredients,7,1254,1106,active
10784,11,raw_ingredients,11,1185,936,cancelled
5259,12,raw_ingredients,13,942,1061,active
2471,14,raw_ingredients,14,759,1457,active
1952,5,raw_ingredients,6,1432,1137,active
4260,9,finished_goods,6,1428,786,active
2890,6,finished_goods,14,724,1037,active
10807,7,raw_ingredients,10,835,729,cancelled
2223,4,finished_goods,11,1373,516,active
3954,2,raw_ingredients,13,1398,985,active
6432,2,raw_ingredients,9,1334,1336,active
9892,5,finished_goods,12,502,699,active
10013,10,finished_goods,14,482,1294,cancelled
3212,7,finished_goods,9,597,1200,active
10282,18,finished_goods,12,1345,1114,cancelled
2194,8,finished_goods,1,735,539,active
7458,6,finished_goods,2,576,911,active
10478,10,finished_goods,13,1328,643,cancelled
11677,39,raw_ingredients,21,1288,571,paused
5976,6,raw_ingredients,11,586,1300,active
6628,14,finished_goods,12,1043,724,active
11053,15,finished_goods,9,640,1154,paused
2756,11,finished_goods,11,948,1223,active
1312,3,raw_ingredients,12,1341,737,active
6187,1,raw_ingredients,6,1454,1434,active
7536,11,raw_ingredients,5,984,1379,active
8833,9,raw_ingredients,5,639,1143,active
10014,9,finished_goods,17,485,568,cancelled
4460,13,finished_goods,13,915,1468,active
10077,15,finished_goods,8,1327,1057,cancelled
7004,1,raw_ingredients,13,1275,1156,active
11244,18,raw_ingredients,37,899,292,paused
8099,14,finished_goods,1,1292,813,active
2119,9,raw_ingredients,13,874,1263,active
8076,10,raw_ingredients,3,871,555,active
8840,14,raw_ingredients,3,1306,1395,active
5666,5,raw_ingredients,10,1301,1053,active
9246,1,raw_ingredients,5,831,1034,active
2817,8,raw_ingredients,2,1441,667,active
9255,3,finished_goods,10,799,1380,active
5794,4,raw_ingredients,12,1266,727,active
4208,12,raw_ingredients,3,1477,1318,active
6173,4,finished_goods,8,1182,1126,active
9852,11,raw_ingredients,9,606,543,active
5758,14,raw_ingredients,12,1408,903,active
7615,13,raw_ingredients,14,744,1410,active
2814,5,raw_ingredients,14,1042,1328,active
10055,13,raw_ingredients,9,1045,479,cancelled
9964,11,raw_ingredients,5,1284,656,active
2159,4,raw_ingredients,14,540,1046,active
3889,4,finished_goods,2,599,707,active
1461,5,raw_ingredients,3,929,1083,active
11691,16,finished_goods,33,785,243,paused
1087,11,raw_ingredients,3,1156,589,active
675,10,raw_ingredients,9,1112,720,active
6441,3,finished_goods,10,875,1334,active
1967,7,raw_ingredients,3,1459,762,active
3204,2,raw_ingredients,12,816,502,active
11997,22,finished_goods,24,1357,569,paused
6705,4,raw_ingredients,3,1444,1295,active
7193,6,raw_ingredients,2,776,1346,active
3825,5,raw_ingredients,9,979,1134,active
8411,10,raw_ingredients,6,1192,1174,active
4706,10,raw_ingredients,8,801,964,active
4125,13,raw_ingredients,10,1216,1366,active
2694,10,raw_ingredients,11,1139,1391,active
11241,18,finished_goods,26,1174,1233,paused
9093,12,raw_ingredients,1,1054,503,active
4523,4,raw_ingredients,2,1169,954,active
11611,26,raw_ingredients,7,1299,1310,paused
5445,7,raw_ingredients,14,1124,1428,active
3664,7,raw_ingredients,2,1251,874,active
1138,14,raw_ingredients,10,1404,1434,active
5347,9,raw_ingredients,2,1252,680,active
1822,10,finished_goods,13,807,778,active
6056,6,raw_ingredients,9,1469,728,active
10821,18,raw_ingredients,12,533,464,cancelled
3555,5,raw_ingredients,11,759,880,active
9565,7,raw_ingredients,8,1133,1442,active
389,1,finished_goods,6,921,1224,active
9453,3,finished_goods,8,1097,1381,active
312,4,finished_goods,14,1130,564,active
11739,39,raw_ingredients,27,1398,544,paused
1528,13,raw_ingredients,8,1205,1023,active
11805,36,finished_goods,26,1022,206,paused
7034,5,raw_ingredients,14,787,717,active
2894,3,finished_goods,1,1049,552,active
4991,4,raw_ingredients,14,698,1221,active
6528,6,raw_ingredients,6,896,895,active
10345,17,finished_goods,7,959,523,cancelled
7438,7,finished_goods,6,871,1338,active
8703,12,finished_goods,5,510,688,active
8040,13,raw_ingredients,2,923,1010,active
6293,14,finished_goods,5,923,824,active
1677,13,raw_ingredients,4,1276,552,active
10973,17,finished_goods,19,656,686,cancelled
1158,12,finished_goods,2,1157,547,active
11586,28,finished_goods,14,727,499,paused
6409,7,finished_goods,10,1402,1117,active
1947,3,raw_ingredients,1,745,1200,active
4201,13,finished_goods,5,714,1371,active
5007,7,raw_ingredients,3,816,984,active
7421,6,raw_ingredients,10,1159,1460,active
6644,3,raw_ingredients,4,832,1407,active
9407,13,raw_ingredients,9,716,1191,active
1644,6,finished_goods,10,1044,661,active
3570,3,finished_goods,14,1268,508,active
882,1,finished_goods,10,866,1343,active
3305,6,raw_ingredients,2,1375,562,active
7870,5,raw_ingredients,11,1416,661,active
1343,7,finished_goods,7,1493,627,active
4843,13,raw_ingredients,5,1300,907,active
986,12,raw_ingredients,6,1398,601,active
4648,1,raw_ingredients,1,981,648,active
10811,14,raw_ingredients,7,1368,1110,cancelled
5202,4,raw_ingredients,11,803,994,active
3807,2,raw_ingredients,11,914,780,active
8743,9,raw_ingredients,10,614,910,active
213,8,raw_ingredients,13,757,1383,active
5948,9,raw_ingredients,7,1212,634,active
